label	longid	s	uri	strunz
Malachite	1:1:2550:4	gcmin:malachite	<https://www.mindat.org/1:1:2550:4>	05.BA.10
Malanite	1:1:2551:1	gcmin:malanite	<https://www.mindat.org/1:1:2551:1>	02.DA.05
Malayaite	1:1:2552:8	gcmin:malayaite	<https://www.mindat.org/1:1:2552:8>	09.AG.15
Maldonite	1:1:2553:5	gcmin:maldonite	<https://www.mindat.org/1:1:2553:5>	02.AA.40
Maleevite	1:1:25698:8	gcmin:maleevite	<https://www.mindat.org/1:1:25698:8>	09.FA.65
Maletoyvayamite	1:1:53684:8	gcmin:maletoyvayamite	<https://www.mindat.org/1:1:53684:8>	02.CB.45
Malhmoodite	1:1:2544:3	gcmin:malhmoodite	<https://www.mindat.org/1:1:2544:3>	08.CE.75
Malinkoite	1:1:10317:2	gcmin:malinkoite	<https://www.mindat.org/1:1:10317:2>	09.FA.10
Malladrite	1:1:2554:2	gcmin:malladrite	<https://www.mindat.org/1:1:2554:2>	03.CH.05
Mallardite	1:1:2555:9	gcmin:mallardite	<https://www.mindat.org/1:1:2555:9>	07.CB.35
Mallestigite	1:1:7020:7	gcmin:mallestigite	<https://www.mindat.org/1:1:7020:7>	07.DF.25
Malyshevite	1:1:29140:4	gcmin:malyshevite	<https://www.mindat.org/1:1:29140:4>	02.GA.25
Mambertiite	1:1:46012:9	gcmin:mambertiite	<https://www.mindat.org/1:1:46012:9>	04.DM.30
Mammothite	1:1:2556:6	gcmin:mammothite	<https://www.mindat.org/1:1:2556:6>	07.BC.60
Manaevite-(Ce)	1:1:53139:3	gcmin:manaevite-ce	<https://www.mindat.org/1:1:53139:3>	09.BG.35
Manaksite	1:1:2558:0	gcmin:manaksite	<https://www.mindat.org/1:1:2558:0>	09.DG.70
Manandonite	1:1:2559:7	gcmin:manandonite	<https://www.mindat.org/1:1:2559:7>	09.ED.15
Mandarinoite	1:1:2561:0	gcmin:mandarinoite	<https://www.mindat.org/1:1:2561:0>	04.JH.15
Maneckiite	1:1:46818:5	gcmin:maneckiite	<https://www.mindat.org/1:1:46818:5>	08.CF.05
Manganarsite	1:1:2468:2	gcmin:manganarsite	<https://www.mindat.org/1:1:2468:2>	04.JB.10
Manganbabingtonite	1:1:2494:1	gcmin:manganbabingtonite	<https://www.mindat.org/1:1:2494:1>	09.DK.05
Manganbelyankinite	1:1:2492:7	gcmin:manganbelyankinite	<https://www.mindat.org/1:1:2492:7>	04.FM.25
Manganberzeliite	1:1:2480:4	gcmin:manganberzeliite	<https://www.mindat.org/1:1:2480:4>	08.AC.25
Mangangordonite	1:1:2469:9	gcmin:mangangordonite	<https://www.mindat.org/1:1:2469:9>	08.DC.30
Manganhumite	1:1:2470:5	gcmin:manganhumite	<https://www.mindat.org/1:1:2470:5>	09.AF.50
Manganiakasakaite-(La)	1:1:51965:6	gcmin:manganiakasakaite-la	<https://www.mindat.org/1:1:51965:6>	09.BG.05b
Manganiandrosite-(Ce)	1:1:26382:7	gcmin:manganiandrosite-ce	<https://www.mindat.org/1:1:26382:7>	09.BG.05
Manganiandrosite-(La)	1:1:6801:3	gcmin:manganiandrosite-la	<https://www.mindat.org/1:1:6801:3>	09.BG.05b
Manganilvaite	1:1:26363:2	gcmin:manganilvaite	<https://www.mindat.org/1:1:26363:2>	09.BE.07
Mangani-obertiite	1:1:27572:5	gcmin:mangani-obertiite	<https://www.mindat.org/1:1:27572:5>	09.DE.25
Manganite	1:1:2519:1	gcmin:manganite	<https://www.mindat.org/1:1:2519:1>	04.FD.15
Manganlotharmeyerite	1:1:11206:4	gcmin:manganlotharmeyerite	<https://www.mindat.org/1:1:11206:4>	08.CG.15
Manganoblödite	1:1:43343:5	gcmin:manganoblodite	<https://www.mindat.org/1:1:43343:5>	07
Manganochromite	1:1:2475:0	gcmin:manganochromite	<https://www.mindat.org/1:1:2475:0>	04.BB.05
Manganoeudialyte	1:1:39640:8	gcmin:manganoeudialyte	<https://www.mindat.org/1:1:39640:8>	09.CO.10
Mangano-ferri-eckermannite	1:1:2267:1	gcmin:mangano-ferri-eckermannite	<https://www.mindat.org/1:1:2267:1>	09.DE.25
Manganohörnesite	1:1:2495:8	gcmin:manganohornesite	<https://www.mindat.org/1:1:2495:8>	08.CE.40
Manganokhomyakovite	1:1:7169:3	gcmin:manganokhomyakovite	<https://www.mindat.org/1:1:7169:3>	09.CO.10
Manganokukisvumite	1:1:27386:0	gcmin:manganokukisvumite	<https://www.mindat.org/1:1:27386:0>	09.DB.20
Manganolangbeinite	1:1:2485:9	gcmin:manganolangbeinite	<https://www.mindat.org/1:1:2485:9>	07.AC.10
Mangano-mangani-ungarettiite	1:1:4094:1	gcmin:mangano-mangani-ungarettiite	<https://www.mindat.org/1:1:4094:1>	09.DE.25
Manganonaujakasite	1:1:7097:9	gcmin:manganonaujakasite	<https://www.mindat.org/1:1:7097:9>	09.EG.10
Manganoneptunite	1:1:2564:1	gcmin:manganoneptunite	<https://www.mindat.org/1:1:2564:1>	09.EH.05
Manganonordite-(Ce)	1:1:7170:9	gcmin:manganonordite-ce	<https://www.mindat.org/1:1:7170:9>	09.DO.15
Manganoquadratite	1:1:41604:9	gcmin:manganoquadratite	<https://www.mindat.org/1:1:41604:9>	02.GC.25
Manganosegelerite	1:1:2471:2	gcmin:manganosegelerite	<https://www.mindat.org/1:1:2471:2>	08.DH.20
Manganosite	1:1:2503:0	gcmin:manganosite	<https://www.mindat.org/1:1:2503:0>	04.AB.25
Manganostibite	1:1:2528:3	gcmin:manganostibite	<https://www.mindat.org/1:1:2528:3>	04.BB.10
Manganotychite	1:1:2529:0	gcmin:manganotychite	<https://www.mindat.org/1:1:2529:0>	05.BF.05
Manganvesuvianite	1:1:11475:2	gcmin:manganvesuvianite	<https://www.mindat.org/1:1:11475:2>	09.BG.35
Mangazeite	1:1:28888:0	gcmin:mangazeite	<https://www.mindat.org/1:1:28888:0>	07.DE.05
Manitobaite	1:1:39331:3	gcmin:manitobaite	<https://www.mindat.org/1:1:39331:3>	08.AC.18
Manjiroite	1:1:2566:5	gcmin:manjiroite	<https://www.mindat.org/1:1:2566:5>	04.DK.05a
Mannardite	1:1:2567:2	gcmin:mannardite	<https://www.mindat.org/1:1:2567:2>	04.DK.05b
Mansfieldite	1:1:2568:9	gcmin:mansfieldite	<https://www.mindat.org/1:1:2568:9>	08.CD.10
Mantienneite	1:1:2569:6	gcmin:mantienneite	<https://www.mindat.org/1:1:2569:6>	08.DH.35
Maoniupingite-(Ce)	1:1:27512:3	gcmin:maoniupingite-ce	<https://www.mindat.org/1:1:27512:3>	09.BE.70
Mapimite	1:1:2570:2	gcmin:mapimite	<https://www.mindat.org/1:1:2570:2>	08.DC.55
Mapiquiroite	1:1:43876:8	gcmin:mapiquiroite	<https://www.mindat.org/1:1:43876:8>	04
Marathonite	1:1:50772:1	gcmin:marathonite	<https://www.mindat.org/1:1:50772:1>	01.B.05
Marcasite	1:1:2571:9	gcmin:marcasite	<https://www.mindat.org/1:1:2571:9>	02.EB.10a
Marcobaldiite	1:1:47600:5	gcmin:marcobaldiite	<https://www.mindat.org/1:1:47600:5>	02.JB.30a
Marécottite	1:1:27152:5	gcmin:marecottite	<https://www.mindat.org/1:1:27152:5>	07.EC.15
Margaritasite	1:1:2572:6	gcmin:margaritasite	<https://www.mindat.org/1:1:2572:6>	04.HB.05
Margarite	1:1:2573:3	gcmin:margarite	<https://www.mindat.org/1:1:2573:3>	09.EC.30
Margarosanite	1:1:2574:0	gcmin:margarosanite	<https://www.mindat.org/1:1:2574:0>	09.CA.25
Mari?ite	1:1:2576:4	gcmin:maricite	<https://www.mindat.org/1:1:2576:4>	08.AC.20
Marialite	1:1:2575:7	gcmin:marialite	<https://www.mindat.org/1:1:2575:7>	09.FB.15
Marianoite	1:1:28995:9	gcmin:marianoite	<https://www.mindat.org/1:1:28995:9>	09.BE.17
Maricopaite	1:1:2577:1	gcmin:maricopaite	<https://www.mindat.org/1:1:2577:1>	09.GD.35
Mariinskite	1:1:42842:4	gcmin:mariinskite	<https://www.mindat.org/1:1:42842:4>	04.BA.05
Marinellite	1:1:25638:6	gcmin:marinellite	<https://www.mindat.org/1:1:25638:6>	09.FB.05
Markascherite	1:1:41105:3	gcmin:markascherite	<https://www.mindat.org/1:1:41105:3>	07.GB.70
Markcooperite	1:1:39671:8	gcmin:markcooperite	<https://www.mindat.org/1:1:39671:8>	07.EB.25
Markhininite	1:1:43569:1	gcmin:markhininite	<https://www.mindat.org/1:1:43569:1>	07.AD.55
Marklite	1:1:46877:8	gcmin:marklite	<https://www.mindat.org/1:1:46877:8>	05.DA.65
Marokite	1:1:2578:8	gcmin:marokite	<https://www.mindat.org/1:1:2578:8>	04.BC.05
Marrite	1:1:2579:5	gcmin:marrite	<https://www.mindat.org/1:1:2579:5>	02.JB.15
Marrucciite	1:1:29260:7	gcmin:marrucciite	<https://www.mindat.org/1:1:29260:7>	02.JB.60
Marshite	1:1:2580:1	gcmin:marshite	<https://www.mindat.org/1:1:2580:1>	03.AA.05
Marsturite	1:1:2581:8	gcmin:marsturite	<https://www.mindat.org/1:1:2581:8>	09.DK.05
Marthozite	1:1:2582:5	gcmin:marthozite	<https://www.mindat.org/1:1:2582:5>	04.JJ.05
Martinite	1:1:26345:6	gcmin:martinite	<https://www.mindat.org/1:1:26345:6>	09.EE.80
Martyite	1:1:32207:8	gcmin:martyite	<https://www.mindat.org/1:1:32207:8>	08.FD.05
Marumoite	1:1:26404:8	gcmin:marumoite	<https://www.mindat.org/1:1:26404:8>	02.HC.05g
Maruyamaite	1:1:46075:8	gcmin:maruyamaite	<https://www.mindat.org/1:1:46075:8>	09.CK.05
Mascagnite	1:1:2584:9	gcmin:mascagnite	<https://www.mindat.org/1:1:2584:9>	07.AD.05
Maslovite	1:1:2585:6	gcmin:maslovite	<https://www.mindat.org/1:1:2585:6>	02.EB.25
Massicot	1:1:2587:0	gcmin:massicot	<https://www.mindat.org/1:1:2587:0>	04.AC.25
Masutomilite	1:1:2588:7	gcmin:masutomilite	<https://www.mindat.org/1:1:2588:7>	09.EC.20
Masuyite	1:1:2589:4	gcmin:masuyite	<https://www.mindat.org/1:1:2589:4>	04.GB.35
Mathesiusite	1:1:43918:3	gcmin:mathesiusite	<https://www.mindat.org/1:1:43918:3>	07.DG
Mathewrogersite	1:1:2590:0	gcmin:mathewrogersite	<https://www.mindat.org/1:1:2590:0>	09.CJ.55
Mathiasite	1:1:2591:7	gcmin:mathiasite	<https://www.mindat.org/1:1:2591:7>	04.CC.40
Matildite	1:1:2592:4	gcmin:matildite	<https://www.mindat.org/1:1:2592:4>	02.JA.20
Matioliite	1:1:27412:4	gcmin:matioliite	<https://www.mindat.org/1:1:27412:4>	08.DK.15
Matlockite	1:1:2593:1	gcmin:matlockite	<https://www.mindat.org/1:1:2593:1>	03.DC.25
Matsubaraite	1:1:11158:8	gcmin:matsubaraite	<https://www.mindat.org/1:1:11158:8>	09.BE.70
Mattagamite	1:1:2595:5	gcmin:mattagamite	<https://www.mindat.org/1:1:2595:5>	02.EB.10a
Matteuccite	1:1:2596:2	gcmin:matteuccite	<https://www.mindat.org/1:1:2596:2>	07.CD.05
Mattheddleite	1:1:2597:9	gcmin:mattheddleite	<https://www.mindat.org/1:1:2597:9>	09.AH.25
Matulaite	1:1:2598:6	gcmin:matulaite	<https://www.mindat.org/1:1:2598:6>	08.DK.30
Maucherite	1:1:2599:3	gcmin:maucherite	<https://www.mindat.org/1:1:2599:3>	02.AB.15
Mavlyanovite	1:1:38826:9	gcmin:mavlyanovite	<https://www.mindat.org/1:1:38826:9>	01.BB.05
Mawbyite	1:1:2603:7	gcmin:mawbyite	<https://www.mindat.org/1:1:2603:7>	08.CG.15
Mawsonite	1:1:2604:4	gcmin:mawsonite	<https://www.mindat.org/1:1:2604:4>	02.CB.20
Maxwellite	1:1:2605:1	gcmin:maxwellite	<https://www.mindat.org/1:1:2605:1>	08.BH.10
Mayingite	1:1:7172:3	gcmin:mayingite	<https://www.mindat.org/1:1:7172:3>	02.EB.25
Mazorite	1:1:56162:2	gcmin:mazorite	<https://www.mindat.org/1:1:56162:2>	08.AD
Mazzettiite	1:1:27205:6	gcmin:mazzettiite	<https://www.mindat.org/1:1:27205:6>	02.LB.40
Mazzite-Mg	1:1:2607:5	gcmin:mazzite-mg	<https://www.mindat.org/1:1:2607:5>	09.GC.20
Mazzite-Na	1:1:27399:4	gcmin:mazzite-na	<https://www.mindat.org/1:1:27399:4>	09.GC.20
Mbobomkulite	1:1:2608:2	gcmin:mbobomkulite	<https://www.mindat.org/1:1:2608:2>	05.ND.10
Mcallisterite	1:1:2609:9	gcmin:mcallisterite	<https://www.mindat.org/1:1:2609:9>	06.FA.10
Mcalpineite	1:1:7173:0	gcmin:mcalpineite	<https://www.mindat.org/1:1:7173:0>	07.AB.55
Mcauslanite	1:1:2610:5	gcmin:mcauslanite	<https://www.mindat.org/1:1:2610:5>	08.DB.60
Mcbirneyite	1:1:2611:2	gcmin:mcbirneyite	<https://www.mindat.org/1:1:2611:2>	08.AB.35
Mcconnellite	1:1:2612:9	gcmin:mcconnellite	<https://www.mindat.org/1:1:2612:9>	04.AB.15
Mccrillisite	1:1:7174:7	gcmin:mccrillisite	<https://www.mindat.org/1:1:7174:7>	08.CA.20
Mcgillite	1:1:2613:6	gcmin:mcgillite	<https://www.mindat.org/1:1:2613:6>	09.EE.10
Mcgovernite	1:1:2614:3	gcmin:mcgovernite	<https://www.mindat.org/1:1:2614:3>	08.BE.45
Mcguinnessite	1:1:2615:0	gcmin:mcguinnessite	<https://www.mindat.org/1:1:2615:0>	05.BA.10
Mckelveyite-(Y)	1:1:2617:4	gcmin:mckelveyite-y	<https://www.mindat.org/1:1:2617:4>	05.CC.05
Mckinstryite	1:1:2619:8	gcmin:mckinstryite	<https://www.mindat.org/1:1:2619:8>	02.BA.40
Mcnearite	1:1:2620:4	gcmin:mcnearite	<https://www.mindat.org/1:1:2620:4>	08.CJ.55
Medaite	1:1:2624:2	gcmin:medaite	<https://www.mindat.org/1:1:2624:2>	09.BJ.30
Medenbachite	1:1:2625:9	gcmin:medenbachite	<https://www.mindat.org/1:1:2625:9>	08.BK.10
Megacyclite	1:1:2626:6	gcmin:megacyclite	<https://www.mindat.org/1:1:2626:6>	09.CP.10
Megakalsilite	1:1:10655:9	gcmin:megakalsilite	<https://www.mindat.org/1:1:10655:9>	09.FA.05
Megawite	1:1:39893:8	gcmin:megawite	<https://www.mindat.org/1:1:39893:8>	04.CC.30
Meionite	1:1:2627:3	gcmin:meionite	<https://www.mindat.org/1:1:2627:3>	09.FB.15
Meitnerite	1:1:52180:0	gcmin:meitnerite	<https://www.mindat.org/1:1:52180:0>	07.EB.05
Meixnerite	1:1:2628:0	gcmin:meixnerite	<https://www.mindat.org/1:1:2628:0>	04.FL.05
Mejillonesite	1:1:41151:2	gcmin:mejillonesite	<https://www.mindat.org/1:1:41151:2>	08.D
Melanocerite-(Ce)	1:1:2629:7	gcmin:melanocerite-ce	<https://www.mindat.org/1:1:2629:7>	09.AJ.20
Melanophlogite	1:1:2630:3	gcmin:melanophlogite	<https://www.mindat.org/1:1:2630:3>	04.DA.25
Melanostibite	1:1:2631:0	gcmin:melanostibite	<https://www.mindat.org/1:1:2631:0>	04.CB.05
Melanotekite	1:1:2632:7	gcmin:melanotekite	<https://www.mindat.org/1:1:2632:7>	09.BE.80
Melanothallite	1:1:2623:5	gcmin:melanothallite	<https://www.mindat.org/1:1:2623:5>	03.DA.05
Melanovanadite	1:1:2622:8	gcmin:melanovanadite	<https://www.mindat.org/1:1:2622:8>	04.HE.05
Melanterite	1:1:2633:4	gcmin:melanterite	<https://www.mindat.org/1:1:2633:4>	07.CB.35
Meliphanite	1:1:2636:5	gcmin:meliphanite	<https://www.mindat.org/1:1:2636:5>	09.DP.05
Melkovite	1:1:2637:2	gcmin:melkovite	<https://www.mindat.org/1:1:2637:2>	08.DM.15
Mellite	1:1:2638:9	gcmin:mellite	<https://www.mindat.org/1:1:2638:9>	10.AC.05
Melonite	1:1:2639:6	gcmin:melonite	<https://www.mindat.org/1:1:2639:6>	02.EA.20
Mélonjosephite	1:1:2640:2	gcmin:melonjosephite	<https://www.mindat.org/1:1:2640:2>	08.BG.10
Menchettiite	1:1:41603:0	gcmin:menchettiite	<https://www.mindat.org/1:1:41603:0>	02.JB.40a
Mendeleevite-(Ce)	1:1:40154:2	gcmin:mendeleevite-ce	<https://www.mindat.org/1:1:40154:2>	09.HG.20
Mendigite	1:1:46105:8	gcmin:mendigite	<https://www.mindat.org/1:1:46105:8>	09
Mendipite	1:1:2641:9	gcmin:mendipite	<https://www.mindat.org/1:1:2641:9>	03.DC.70
Mendozavilite-KCa	1:1:41947:1	gcmin:mendozavilite-kca	<https://www.mindat.org/1:1:41947:1>	07.GB.50
Mendozavilite-NaCu	1:1:41946:2	gcmin:mendozavilite-nacu	<https://www.mindat.org/1:1:41946:2>	07.GB.50
Mendozavilite-NaFe	1:1:2642:6	gcmin:mendozavilite-nafe	<https://www.mindat.org/1:1:2642:6>	07.GB.45
Mendozite	1:1:2643:3	gcmin:mendozite	<https://www.mindat.org/1:1:2643:3>	07.CC.15
Meneghinite	1:1:2644:0	gcmin:meneghinite	<https://www.mindat.org/1:1:2644:0>	02.HB.05b
Menezesite	1:1:27607:0	gcmin:menezesite	<https://www.mindat.org/1:1:27607:0>	04.FN.05
Meniaylovite	1:1:26383:6	gcmin:meniaylovite	<https://www.mindat.org/1:1:26383:6>	03.CG.10
Menshikovite	1:1:26401:1	gcmin:menshikovite	<https://www.mindat.org/1:1:26401:1>	02.AC.20c
Menzerite-(Y)	1:1:42520:5	gcmin:menzerite-y	<https://www.mindat.org/1:1:42520:5>	09.AD.25
Mercallite	1:1:2646:4	gcmin:mercallite	<https://www.mindat.org/1:1:2646:4>	07.AD.10
Mercury	1:1:2647:1	gcmin:mercury	<https://www.mindat.org/1:1:2647:1>	01.AD.05
Mereheadite	1:1:2648:8	gcmin:mereheadite	<https://www.mindat.org/1:1:2648:8>	03.DC.45
Mereiterite	1:1:2649:5	gcmin:mereiterite	<https://www.mindat.org/1:1:2649:5>	07.CC.55
Merenskyite	1:1:2650:1	gcmin:merenskyite	<https://www.mindat.org/1:1:2650:1>	02.EA.20
Meridianiite	1:1:31726:1	gcmin:meridianiite	<https://www.mindat.org/1:1:31726:1>	07.CB.90
Merlinoite	1:1:2651:8	gcmin:merlinoite	<https://www.mindat.org/1:1:2651:8>	09.GC.15
Merrihueite	1:1:2652:5	gcmin:merrihueite	<https://www.mindat.org/1:1:2652:5>	09.CM.05
Mertieite-II	1:1:2655:6	gcmin:mertieite-ii	<https://www.mindat.org/1:1:2655:6>	02.AC.10b
Merwinite	1:1:2656:3	gcmin:merwinite	<https://www.mindat.org/1:1:2656:3>	09.AD.15
Mesolite	1:1:2657:0	gcmin:mesolite	<https://www.mindat.org/1:1:2657:0>	09.GA.05
Messelite	1:1:2658:7	gcmin:messelite	<https://www.mindat.org/1:1:2658:7>	08.CG.05
Meta-aluminite	1:1:2659:4	gcmin:meta-aluminite	<https://www.mindat.org/1:1:2659:4>	07.DC.05
Meta-alunogen	1:1:2660:0	gcmin:meta-alunogen	<https://www.mindat.org/1:1:2660:0>	07.CB.45
Meta-ankoleite	1:1:2661:7	gcmin:meta-ankoleite	<https://www.mindat.org/1:1:2661:7>	08.EB.15
Meta-autunite	1:1:2662:4	gcmin:meta-autunite	<https://www.mindat.org/1:1:2662:4>	08.EB.10
Metaborite	1:1:2668:6	gcmin:metaborite	<https://www.mindat.org/1:1:2668:6>	06.GD.10
Metacalciouranoite	1:1:2669:3	gcmin:metacalciouranoite	<https://www.mindat.org/1:1:2669:3>	04.GB.20
Metacinnabar	1:1:2670:9	gcmin:metacinnabar	<https://www.mindat.org/1:1:2670:9>	02.CB.05a
Metadelrioite	1:1:2671:6	gcmin:metadelrioite	<https://www.mindat.org/1:1:2671:6>	04.HG.40
Metahaiweeite	1:1:2663:1	gcmin:metahaiweeite	<https://www.mindat.org/1:1:2663:1>	09.AK.25
Metaheinrichite	1:1:2673:0	gcmin:metaheinrichite	<https://www.mindat.org/1:1:2673:0>	08.EB.10
Metahewettite	1:1:2674:7	gcmin:metahewettite	<https://www.mindat.org/1:1:2674:7>	04.HE.15
Metahohmannite	1:1:2675:4	gcmin:metahohmannite	<https://www.mindat.org/1:1:2675:4>	07.DB.30
Metakahlerite	1:1:2676:1	gcmin:metakahlerite	<https://www.mindat.org/1:1:2676:1>	08.EB.10
Metakirchheimerite	1:1:2677:8	gcmin:metakirchheimerite	<https://www.mindat.org/1:1:2677:8>	08.EB.10
Metaköttigite	1:1:2678:5	gcmin:metakottigite	<https://www.mindat.org/1:1:2678:5>	08.CE.85
Metalodèvite	1:1:2679:2	gcmin:metalodevite	<https://www.mindat.org/1:1:2679:2>	08.ED.10
Metamunirite	1:1:2680:8	gcmin:metamunirite	<https://www.mindat.org/1:1:2680:8>	04.HD.20
Metanatroautunite	1:1:3705:7	gcmin:metanatroautunite	<https://www.mindat.org/1:1:3705:7>	08.EB.10
Metanovácekite	1:1:2681:5	gcmin:metanovacekite	<https://www.mindat.org/1:1:2681:5>	08.EB.10
Metarauchite	1:1:39220:8	gcmin:metarauchite	<https://www.mindat.org/1:1:39220:8>	08.EB.05
Metarossite	1:1:2682:2	gcmin:metarossite	<https://www.mindat.org/1:1:2682:2>	04.HD.10
Metasaléeite	1:1:2664:8	gcmin:metasaleeite	<https://www.mindat.org/1:1:2664:8>	08.EB.10
Metaschoderite	1:1:2683:9	gcmin:metaschoderite	<https://www.mindat.org/1:1:2683:9>	08.CE.70
Metaschoepite	1:1:2684:6	gcmin:metaschoepite	<https://www.mindat.org/1:1:2684:6>	04.GA.05
Metasideronatrite	1:1:2685:3	gcmin:metasideronatrite	<https://www.mindat.org/1:1:2685:3>	07.DF.20
Metastibnite	1:1:2686:0	gcmin:metastibnite	<https://www.mindat.org/1:1:2686:0>	02.DB.05
Metastudtite	1:1:2687:7	gcmin:metastudtite	<https://www.mindat.org/1:1:2687:7>	04.GA.15
Metaswitzerite	1:1:2688:4	gcmin:metaswitzerite	<https://www.mindat.org/1:1:2688:4>	08.CE.25
Metathénardite	1:1:30808:7	gcmin:metathenardite	<https://www.mindat.org/1:1:30808:7>	07.AD.30
Metatorbernite	1:1:2689:1	gcmin:metatorbernite	<https://www.mindat.org/1:1:2689:1>	08.EB.10
Metatyuyamunite	1:1:2690:7	gcmin:metatyuyamunite	<https://www.mindat.org/1:1:2690:7>	04.HB.25
Metauranopilite	1:1:2666:2	gcmin:metauranopilite	<https://www.mindat.org/1:1:2666:2>	07.EA.05
Metauranospinite	1:1:2667:9	gcmin:metauranospinite	<https://www.mindat.org/1:1:2667:9>	08.EB.10
Metauroxite	1:1:53690:9	gcmin:metauroxite	<https://www.mindat.org/1:1:53690:9>	10.AB.52
Metavandendriesscheite	1:1:2691:4	gcmin:metavandendriesscheite	<https://www.mindat.org/1:1:2691:4>	04.GB.40
Metavanmeersscheite	1:1:2692:1	gcmin:metavanmeersscheite	<https://www.mindat.org/1:1:2692:1>	08.EC.20
Metavanuralite	1:1:2693:8	gcmin:metavanuralite	<https://www.mindat.org/1:1:2693:8>	04.HB.20
Metavariscite	1:1:2694:5	gcmin:metavariscite	<https://www.mindat.org/1:1:2694:5>	08.CD.05
Metavauxite	1:1:2621:1	gcmin:metavauxite	<https://www.mindat.org/1:1:2621:1>	08.DC.25
Metavivianite	1:1:2695:2	gcmin:metavivianite	<https://www.mindat.org/1:1:2695:2>	08.DC.25
Metavoltine	1:1:2696:9	gcmin:metavoltine	<https://www.mindat.org/1:1:2696:9>	07.DF.35
Metazellerite	1:1:2697:6	gcmin:metazellerite	<https://www.mindat.org/1:1:2697:6>	05.EC.10
Metazeunerite	1:1:2698:3	gcmin:metazeunerite	<https://www.mindat.org/1:1:2698:3>	08.EB.10
Meurigite-K	1:1:7178:5	gcmin:meurigite-k	<https://www.mindat.org/1:1:7178:5>	08.DJ.20
Meurigite-Na	1:1:32197:2	gcmin:meurigite-na	<https://www.mindat.org/1:1:32197:2>	08.DJ.20
Meyerhofferite	1:1:2699:0	gcmin:meyerhofferite	<https://www.mindat.org/1:1:2699:0>	06.CA.30
Meymacite	1:1:2700:3	gcmin:meymacite	<https://www.mindat.org/1:1:2700:3>	04.FJ.05
Mgriite	1:1:2701:0	gcmin:mgriite	<https://www.mindat.org/1:1:2701:0>	02.LA.45
Mianningite	1:1:46512:4	gcmin:mianningite	<https://www.mindat.org/1:1:46512:4>	04.CC.20
Miargyrite	1:1:2702:7	gcmin:miargyrite	<https://www.mindat.org/1:1:2702:7>	02.HA.10
Miassite	1:1:7250:8	gcmin:miassite	<https://www.mindat.org/1:1:7250:8>	02.BC.05
Micheelsenite	1:1:10390:5	gcmin:micheelsenite	<https://www.mindat.org/1:1:10390:5>	08.DO.30
Michenerite	1:1:2703:4	gcmin:michenerite	<https://www.mindat.org/1:1:2703:4>	02.EB.25
Microcline	1:1:2704:1	gcmin:microcline	<https://www.mindat.org/1:1:2704:1>	09.FA.30
Microsommite	1:1:2706:5	gcmin:microsommite	<https://www.mindat.org/1:1:2706:5>	09.FB.05
Middendorfite	1:1:28996:8	gcmin:middendorfite	<https://www.mindat.org/1:1:28996:8>	09.EJ.10
Middlebackite	1:1:47562:6	gcmin:middlebackite	<https://www.mindat.org/1:1:47562:6>	10.AB.50
Miersite	1:1:2707:2	gcmin:miersite	<https://www.mindat.org/1:1:2707:2>	03.AA.05
Miessiite	1:1:29258:2	gcmin:miessiite	<https://www.mindat.org/1:1:29258:2>	02.AC.15a
Miguelromeroite	1:1:39333:1	gcmin:miguelromeroite	<https://www.mindat.org/1:1:39333:1>	08.CB.10
Miharaite	1:1:2708:9	gcmin:miharaite	<https://www.mindat.org/1:1:2708:9>	02.LB.05
Mikasaite	1:1:2709:6	gcmin:mikasaite	<https://www.mindat.org/1:1:2709:6>	07.AB.05
Milanriederite	1:1:53137:5	gcmin:milanriederite	<https://www.mindat.org/1:1:53137:5>	09.BG.35
Milarite	1:1:2710:2	gcmin:milarite	<https://www.mindat.org/1:1:2710:2>	09.CM.05
Millerite	1:1:2711:9	gcmin:millerite	<https://www.mindat.org/1:1:2711:9>	02.CC.20
Millisite	1:1:2712:6	gcmin:millisite	<https://www.mindat.org/1:1:2712:6>	08.DL.10
Millosevichite	1:1:2713:3	gcmin:millosevichite	<https://www.mindat.org/1:1:2713:3>	07.AB.05
Milotaite	1:1:27539:0	gcmin:milotaite	<https://www.mindat.org/1:1:27539:0>	02.EB.25
Mimetite	1:1:2714:0	gcmin:mimetite	<https://www.mindat.org/1:1:2714:0>	08.BN.05
Minakawaite	1:1:53687:5	gcmin:minakawaite	<https://www.mindat.org/1:1:53687:5>	02.CC.15
Minasgeraisite-(Y)	1:1:2716:4	gcmin:minasgeraisite-y	<https://www.mindat.org/1:1:2716:4>	09.AJ.20
Minasragrite	1:1:2717:1	gcmin:minasragrite	<https://www.mindat.org/1:1:2717:1>	07.DB.20
Mineevite-(Y)	1:1:2718:8	gcmin:mineevite-y	<https://www.mindat.org/1:1:2718:8>	05.BF.25
Minehillite	1:1:2719:5	gcmin:minehillite	<https://www.mindat.org/1:1:2719:5>	09.EE.75
Minguzzite	1:1:2720:1	gcmin:minguzzite	<https://www.mindat.org/1:1:2720:1>	10.AB.25
Minium	1:1:2721:8	gcmin:minium	<https://www.mindat.org/1:1:2721:8>	04.BD.05
Minnesotaite	1:1:2722:5	gcmin:minnesotaite	<https://www.mindat.org/1:1:2722:5>	09.EC.05
Minohlite	1:1:43349:9	gcmin:minohlite	<https://www.mindat.org/1:1:43349:9>	07.DD.50
